제품ID,제품명,대분류,브랜드,정가,할인율,판매가,리뷰점수,리뷰수,제품URL,이미지URL,가로_W(mm),높이_H(mm),깊이_D(mm),소분류,카테고리코드,재고,쿠폰할인,타임세일,벤더사,가격_등급,가성비_점수,실구매가_추정,인기도_점수,리뷰_신뢰도,소재_등급,천연소재_여부,친환경_여부,관리_용이성,브랜드_등급,브랜드_원산지,색상_계열,디자인_스타일,점유면적(cm²),크기_등급,침대_사이즈,소파_인원수,식탁_인원수,무료배송_여부,설치포함_여부,배송_편의점수,1인가구_적합도,신혼부부_적합도,대가족_적합도,공간절약형_적합도,재고_여부,반려동물_적합도,A/S 책임자와 전화번호,KC 인증 필 유무,구성품,"배송,설치비용",색상,제조국,제조자,주요 소재,크기,품명,품질보증기준
G25100020300,르블랑 침대 Q (컬러 택1),침대,까사미아,1450000,10,1305000,0,0,https://homestyle.lge.co.kr/item?productId=G25100020300,https://static-store.lge.co.kr/goods/org/244251020000074244.jpg,1571,1050,2156,침대 프레임,2506000061,240,Y,N,(주)신세계까사,저가,0,1305000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,33871,대,퀸,,,FALSE,FALSE,0,1,2,3,1,있음,1,까사미아 고객센터 1588-3408,안전기준준수,르블랑 침대 Q (컬러 택1) /*매트리스 미포함,상세페이지 참조,"화이트, 브라운",대한민국,까사미아OEM,"[마감] LPM, 레놀릿 PP(천판) [내장재] 구조 - E0 PB 18T, 30T, 45T E0 MDF 2.7T",W157.1 X D215.6 X H105 cm,르블랑 침대 Q (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020327,리넨 4단서랍장,책장·수납장,까사미아,95000,10,85500,0,0,https://homestyle.lge.co.kr/item?productId=G25100020327,https://static-store.lge.co.kr/goods/org/619251017000073619.jpg,450,950,300,수납장,2506000321,290,Y,N,(주)신세계까사,저가,0,85500,49.8,0,일반,FALSE,FALSE,5,중급,국내,화이트계,클래식,1350,소,,,,FALSE,FALSE,0,3,0,0,3,있음,3,까사미아 고객센터 1588-3408,안전기준준수,리넨 4단서랍장,배송안내 참조,아이보리,중국,까사미아OEM,"마, 면, MDF, 스틸프레임",W450 X D300 X H950mm,리넨 4단서랍장,A/S 불가상품
G25100021085,캄포 패밀리 풀가드 저상형침대 Q+SS 올인원 패키지,침대,까사미아,3274000,23,2504600,0,0,https://homestyle.lge.co.kr/item?productId=G25100021085,https://static-store.lge.co.kr/goods/org/319251028000090319.jpg,2800,800,2240,침대 프레임,2506000061,29,Y,N,(주)신세계까사,중저가,0,2504600,49.9,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,627,소,슈퍼싱글,,,FALSE,FALSE,0,4,0,0,3,있음,0,까사미아 고객센터 1588-3408,해당없음,침대 일반형 Q (1EA) + 침대 일반형 GSS (1EA) + 가드 216cm (2EA) + 가드/풋보드 120cm (1EA) + 세이프쿠션 3SET(6EA동봉)+ 문21 매트리스 Q + 문21 매트리스 SS,상세페이지 참조,아이보리,중국,까사미아OEM,상세페이지 참조,침대 : W280 X D224 X H80cm / 매트리스 Q : W150 x D200 x H21cm / SS: 매트리스 : W110 x D200 x H21cm,캄포 패밀리 키즈 풀가드 저상형침대 Q+SS 올인원 패키지,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070006694,COLUMN TABLE WHITE OAK,식탁·테이블,플로티카,1380000,0,1380000,5,1,https://homestyle.lge.co.kr/item?productId=G25070006694,https://static-store.lge.co.kr/goods/org/317/250811000035317.png,1800,740,900,식탁,2506000065,1999998,N,N,언와인드,중가,4.93,1380000,99.6,0.2065,미분류,FALSE,FALSE,3,일반,국내,화이트계,기타,16200,대,,,6,FALSE,FALSE,0,1,0,3,0,있음,0,PLOTICA . TEL 0507-1353-4974,해당사항 없음,COLUMN TABLE WHITE OAK,* 제주 및 도서산간 지역 : 문의 * 현장 상황에 따라 양중비 유무 결정,WHITE OAK,CHINA,PLOTICA,천연 화이트오크 건식 무늬목 HDF 30mm 우레탄 도장,6p : W1800 x D900 x H740 8p : W2100 x D900 x H740,COLUMN TABLE WHITE OAK,소비자분쟁해결 기준에 따라 보상 가능
G25070004635,비엔나 세라믹식탁 4인세트 160cm 화이트_체어4EA,식탁·테이블,까사미아,1440000,32,972000,0,0,https://homestyle.lge.co.kr/item?productId=G25070004635,https://static-store.lge.co.kr/goods/org/536251020000083536.jpg,1600,730,790,식탁,2506000065,21,Y,N,(주)신세계까사,중저가,0,972000,49.6,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,12640,대,,,4,FALSE,FALSE,0,1,0,3,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,비엔나 세라믹식탁 4인세트 160cm 화이트_체어4EA,상세페이지 참조,화이트,[식탁 상판] 중국 [식탁 프레임] 대한민국 [체어] 중국,까사미아OEM,상세페이지 참조,[식탁] W160 X D79 X H73 cm [체어] W44.5 X D50 X H76(SH46) cm,비엔나 세라믹식탁 4인세트 160cm 화이트_체어4EA,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070006419,일상고백 몬드 독립 매트리스 S,침대,까사미아,239000,17,197100,0,0,https://homestyle.lge.co.kr/item?productId=G25070006419,https://static-store.lge.co.kr/goods/org/075250729000032075.jpg,970,290,2000,침대 프레임,2506000061,978,Y,N,(주)신세계까사,저가,0,197100,49.9,0,미분류,FALSE,FALSE,3,중급,국내,그레이계,기타,19400,중,싱글,,,FALSE,FALSE,0,2,0,0,1,있음,0,070-4349-4075,안전기준 준수,독립 매트리스,전국착불배송/배송비상이 상세페이지참조,상부 그레이,대한민국,리빙디자인연구소,상세페이지 참고,S - W970XD2000XH290(mm),몬트 독립 매트리스 S,상세페이지참조
G25070006450,뉴로브 에센셜 드레스룸 짧은옷행거형 80cm 단독형,책장·수납장,까사미아,220000,14,188100,0,0,https://homestyle.lge.co.kr/item?productId=G25070006450,https://static-store.lge.co.kr/goods/org/164250729000032164.jpg,800,2150,400,서랍장,2506000110,82,Y,N,(주)신세계까사,저가,0,188100,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,3200,중,,,,FALSE,FALSE,0,1,0,1,1,있음,1,까사미아 고객상담실/1588-3408,안전기준준수,뉴로브 에센셜 드레스룸 짧은옷행거형 80cm 단독형,상세페이지 참조,클라우드 라이트그레이,대한민국,까사미아 OEM,"목대 : E0급 18T, 15T PB + 선함침지 + 1T ABS엣지 프레임 : 20*20T 철재 각파이프 라이트그레이컬러 분체도장 옷봉 : 알루미늄 옷봉 샴페인골드 컬러",W80 X D40 X H215cm,뉴로브 에센셜 드레스룸 짧은옷행거형 80cm 단독형,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005795,일상고백 리에토 HPM 타원형 식탁 테이블 2000,식탁·테이블,까사미아,329000,12,287100,0,0,https://homestyle.lge.co.kr/item?productId=G25070005795,https://static-store.lge.co.kr/goods/org/275250729000029275.jpg,2000,760,750,식탁,2506000065,971,Y,N,(주)신세계까사,저가,0,287100,49.6,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,15000,대,,,6,FALSE,FALSE,0,1,0,3,1,있음,0,상세페이지 참조,안전기준 준수,자작원목 HPM 타원 테이블 2000,상세페이지 참조,상부 화이트,중국,리빙디자인연구소,상세페이지 참조,W2000 * D750 * H760 (mm) / 상판 20T,자작원목 HPM 타원 테이블 2000,상세페이지 참조
G25070005706,일상고백 몬드 본넬 매트리스 Q,침대,까사미아,299000,10,269100,0,0,https://homestyle.lge.co.kr/item?productId=G25070005706,https://static-store.lge.co.kr/goods/org/177251020000078177.jpg,1500,270,2000,침대 프레임,2506000061,962,Y,N,(주)신세계까사,저가,0,269100,49.9,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,30000,대,퀸,,,FALSE,FALSE,0,1,2,2,1,있음,0,상세설명 참조,#NAME?,본넬 매트리스 Q,상세설명 참조,상부 화이트,대한민국,리빙디자인연구소,상세페이지 참조,Q -  W1500*D2000*H270(mm),몬드 본넬 매트리스 Q,상세설명 참조
G25070004638,비엔나 세라믹 원형식탁 100cm_화이트,식탁·테이블,까사미아,860000,32,580500,0,0,https://homestyle.lge.co.kr/item?productId=G25070004638,https://static-store.lge.co.kr/goods/org/950250729000022950.jpg,1000,730,1000,식탁,2506000065,15,Y,N,(주)신세계까사,저가,0,580500,49.6,0,프리미엄,TRUE,TRUE,5,중급,국내,화이트계,모던 클래식,10000,중,,,2,FALSE,FALSE,0,1,2,1,1,있음,5,까사미아 고객센터 1588-3408,안전기준준수,비엔나 세라믹 원형식탁 100cm_화이트,상세페이지 참조,[식탁상판]화이트 [식탁다릿발] 화이트,[상판] 중국 [프레임] 대한민국,까사미아OEM,[상판] 12T 포세린 세라믹 + E0 MDF [다리] 스틸 + 분체도장,W100 X D100 X H73 cm,비엔나 세라믹 원형식탁 100cm_화이트,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070004656,뉴로브 에센셜 드레스룸하부수납행거형 80cm 단독형,책장·수납장,까사미아,360000,14,307800,0,0,https://homestyle.lge.co.kr/item?productId=G25070004656,https://static-store.lge.co.kr/goods/org/752/250806000034752.jpg,800,2150,541,서랍장,2506000107,13,Y,N,(주)신세계까사,저가,0,307800,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,4328,중,,,,FALSE,FALSE,0,1,0,1,3,있음,1,까사미아 고객상담실/1588-3408,안전기준준수,뉴로브 에센셜 드레스룸하부수납행거형 80cm 단독형,상세페이지 참조,클라우드 라이트그레이,대한민국,까사미아 OEM,"목대 : E0급 18T, 15T PB + 선함침지 + 1T ABS엣지 프레임 : 20*20T 철재 각파이프 라이트그레이컬러 분체도장 옷봉 : 알루미늄 옷봉 샴페인골드 컬러",W80 X D54.1 X H215cm,뉴로브 에센셜 드레스룸하부수납행거형 80cm 단독형,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070004626,비엔나 세라믹 원형식탁 100cm_블랙,식탁·테이블,까사미아,860000,32,580500,0,0,https://homestyle.lge.co.kr/item?productId=G25070004626,https://static-store.lge.co.kr/goods/org/878250729000022878.jpg,1000,730,1000,식탁,2506000065,39,Y,N,(주)신세계까사,저가,0,580500,49.6,0,프리미엄,TRUE,TRUE,5,중급,국내,화이트계,모던 클래식,10000,중,,,2,FALSE,FALSE,0,1,2,1,1,있음,5,까사미아 고객센터 1588-3408,안전기준준수,비엔나 세라믹 원형식탁 100cm_블랙,상세페이지 참조,[식탁상판]화이트 [식탁다릿발] 블랙,[상판] 중국 [프레임] 대한민국,까사미아OEM,[상판] 12T 포세린 세라믹 + E0 MDF [다리] 스틸 + 분체도장,W100 X D100 X H73 cm,비엔나 세라믹 원형식탁 100cm_블랙,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070004655,뉴로브 에센셜 긴옷장 80cm,책장·수납장,까사미아,410000,14,350500,0,0,https://homestyle.lge.co.kr/item?productId=G25070004655,https://static-store.lge.co.kr/goods/org/022250729000023022.jpg,800,2150,618,서랍장,2506000107,25,Y,N,(주)신세계까사,중저가,0,350500,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,4944,중,,,,FALSE,FALSE,0,1,0,1,1,있음,1,까사미아 고객상담실/1588-3408,안전기준준수,뉴로브 에센셜 긴옷장 80cm,상세페이지 참조,바디 :클라우드 라이트그레이 도어 : 라이트그레이,대한민국,까사미아 OEM,"측판: E0급 15T PB + 선함침지 + 1T ABS엣지 천,지,선반: E0급 18T PB + 선함침지 + 1T ABS엣지 뒷판 : E0급 2.7T MDF + 선함침지  도어 : E0 18T PB + LPM + 1T ABS 엣지 힌지 : 독일산 헤티히社 110도 힌지 옷봉 : 알루미늄 옷봉 샴페인골드 컬러 바디 :클라우드 라이트그레이 도어 : 라이트그레이",W80 X D61.8 X H215cm,뉴로브 에센셜 긴옷장 80cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070004912,뉴로건 4인 리클라이너_그린,소파,까사미아,3680000,10,3312000,0,0,https://homestyle.lge.co.kr/item?productId=G25070004912,https://static-store.lge.co.kr/goods/org/431250729000024431.jpg,2890,900,1000,리클라이너,2506000071,31,Y,N,(주)신세계까사,중가,0,3312000,49.1,0,미분류,FALSE,FALSE,3,중급,국내,컬러계,컬러풀,28900,대,,4,,FALSE,FALSE,0,1,1,3,0,있음,0,까사미아 고객센터 1588-3408,상세설명참조,까사미아 뉴로건 4인 리클라이너_그린,상세페이지 참조,그린,중국,까사미아 OEM,상세페이지 참조,W2890 X D1000 X H900mm,까사미아 뉴로건 4인 리클라이너_그린,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070004817,린츠 4인소파 카우치형_아이보리,소파,까사미아,2550000,10,2295000,0,0,https://homestyle.lge.co.kr/item?productId=G25070004817,https://static-store.lge.co.kr/goods/org/881250729000023881.jpg,3000,950,980,일반소파,2506000070,9,Y,N,(주)신세계까사,중저가,0,2295000,49.1,0,미분류,FALSE,TRUE,3,중급,국내,화이트계,기타,29400,대,,4,,FALSE,FALSE,0,1,1,4,1,있음,1,까사미아 고객센터 1588-3408,안전기준준수,린츠 4인소파 + 오토만,상세페이지 참조,아이보리,중국,까사미아 OEM,"[프레임] 판재 E0, 건조목  [좌방석] 35kg/㎥ PU폼, 오리털, 마이크로화이버, 엘라스틱밴드, S자 스프링  [등받이] 28kg/㎥ PU폼, 오리털, 마이크로화이버, EL밴드  [쿠션] 마이크로화이버 [원단] TEXTUM 社 Oslo 원단",[소파] W3000 X D980 X H950(SH440)mm   [오토만] W900 X D750 X H440mm,린츠 4인소파 카우치형_아이보리,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070004941,레스터 3인소파,소파,까사미아,2260000,19,1830600,0,0,https://homestyle.lge.co.kr/item?productId=G25070004941,https://static-store.lge.co.kr/goods/org/585250729000024585.jpg,2100,730,815,일반소파,2506000070,13,Y,N,(주)신세계까사,중저가,0,1830600,49.1,0,프리미엄,TRUE,TRUE,5,중급,국내,우드·브라운계,내추럴 우드,1712,소,,3,,FALSE,FALSE,0,3,3,2,3,있음,5,까사미아 고객센터 1588-3408,안전기준준수,레스터 3인소파,상세페이지 참조,브라운,중국,까사미아 OEM,"[마감]1.3~1.5mm FG 남미산 황소가죽, 세미애닐린 가공, PVC  [내장]-SEAT:D35kg/㎥ PU폼, 파이버, EL밴드, S스프링 -BACK:D28kg/㎣ PU폼,파이버, EL밴드 [골조] E0 합판 [다릿발] 120mm 스틸 도금 다리",W210 X D81.5 X H73cm,레스터 3인소파,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005546,뉴아빌 조명침대 수납형_내추럴 (옵션 택1),침대,까사미아,752000,19,609100,0,0,https://homestyle.lge.co.kr/item?productId=G25070005546,https://static-store.lge.co.kr/goods/org/002250729000028002.jpg,1500,1200,2060,침대 프레임,2506000061,14,Y,N,(주)신세계까사,저가,0,609100,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,309,소,,,,FALSE,FALSE,0,3,0,1,5,있음,1,까사미아 고객센터 1588-3408,안전기준준수,뉴아빌 조명침대 수납형_내추럴 (옵션 택1),상세페이지 참조,"[프레임] 내추럴  [헤드보드] 화이트,베이지 택1",대한민국,까사미아 OEM,[헤드보드] E0 18T PB LMP / 1.0T ABS 에지 [풋보드/협] E0 23T PB LPM / 1.0T ABS 에지,W150 X D205.6 X H120.3cm,뉴아빌 조명침대 수납형_내추럴 (옵션 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005220,에르네 세라믹 4인식탁 159.5cm,식탁·테이블,까사미아,1770000,10,1593000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005220,https://static-store.lge.co.kr/goods/org/164250729000026164.jpg,1600,720,850,식탁,2506000065,81,Y,N,(주)신세계까사,중가,0,1593000,49.6,0,프리미엄,TRUE,TRUE,5,중급,국내,우드·브라운계,내추럴 우드,1360,소,,,4,FALSE,FALSE,0,3,2,2,2,있음,5,까사미아 고객센터 1588-3408,-,에르네 세라믹 4인식탁 159.5cm,상세페이지 참조,브라운,중국,까사미아OEM,"[상판] 12T 포세린 세라믹,E0 MDF [프레임] 레드오크 원목, 고무나무 원목, 6T MDF, 휨 방지 철물(18*28) [다리] 레드오크 무늬목, 브라운 도장, E0 MDF, 스틸 플레이트",W159.5 X D85 X H72cm,에르네 세라믹 4인식탁 159.5cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005052,르블랑 침대 템바형 LK (컬러 택1),침대,까사미아,1950000,10,1755000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005052,https://static-store.lge.co.kr/goods/org/213250729000025213.jpg,1771,1050,2231,침대 프레임,2506000061,384,Y,N,(주)신세계까사,저가,0,1755000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,39511,대,킹,,,FALSE,FALSE,0,1,2,3,1,있음,1,까사미아 고객센터 1588-3408,안전기준준수,르블랑 침대 템바형 LK (컬러 택1) /*매트리스 미포함,상세페이지 참조,"화이트, 브라운",대한민국,까사미아OEM,"[마감] 레놀릿 PP (천판, 템바)LPM (프레임등 그외)[내장재] 구조 - E0 PB 18T, 30T, 45T E0 MDF 2.7T",W177.1 X D223.1 X H105 cm,르블랑 침대 템바형 LK (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005107,캄포플러스 패브릭침대 Q_아이보리 (매트제외),침대,까사미아,1350000,10,1215000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005107,https://static-store.lge.co.kr/goods/org/543250729000025543.jpg,1735,740,2435,침대 프레임,2506000061,47,Y,N,(주)신세계까사,저가,0,1215000,49.9,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,42247,대,,,,FALSE,FALSE,0,1,0,2,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,캄포플러스 패브릭침대 Q_아이보리 (매트제외),상세페이지 참조,아이보리,대한민국,까사미아OEM,상세페이지 참조,W1735 X D2435 X H740-1005 mm,캄포플러스 패브릭침대 Q_아이보리 (매트제외),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005168,칸트 체어_라이트그레이,의자,까사미아,170000,19,137700,0,0,https://homestyle.lge.co.kr/item?productId=G25070005168,https://static-store.lge.co.kr/goods/org/881250729000025881.jpg,455,835,545,인테리어의자,2506000083,506,Y,N,(주)신세계까사,저가,0,137700,50,0,미분류,FALSE,FALSE,3,중급,국내,그레이계,기타,2480,중,,,,FALSE,FALSE,0,1,0,0,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,칸트 체어_라이트그레이,상세페이지 참조,라이트그레이,중국,까사미아OEM,[프레임]철재  [좌판]PU인조가죽 0.8mm,W455 X D545 X H835(SH455)mm,칸트 체어_라이트그레이,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005213,에르네 세라믹 타원형식탁 6인세트 200cm_체어6EA,식탁·테이블,까사미아,4320000,10,3888000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005213,https://static-store.lge.co.kr/goods/org/125250729000026125.jpg,2000,720,1000,식탁,2506000065,111,Y,N,(주)신세계까사,고가,0,3888000,49.6,0,프리미엄,TRUE,TRUE,5,중급,국내,우드·브라운계,내추럴 우드,20000,대,,,6,FALSE,FALSE,0,0,2,4,0,있음,5,까사미아 고객센터 1588-3408,-,에르네 세라믹 타원형식탁 6인세트 200cm_체어6EA,상세페이지 참조,브라운,중국,까사미아OEM,"[식탁]  - 상판 : 12T 포세린 세라믹, E0 MDF  - 프레임 : 레드오크 원목, 고무나무 원목, 6T MDF, 휨 방지 철물(18*28)  - 다리 : 레드오크 무늬목, 브라운 도장, E0 MDF, 스틸 플레이트  [체어]  - 등판/좌판 : PU, 스펀지  - 프레임 : 오크 원목, PU 도장, 브러쉬 가공",[식탁] W200 X D100 X H72cm [체어] W52.4 X D58 X H73.5(SH44.5)cm,에르네 세라믹 타원형식탁 6인세트 200cm_체어6EA,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005136,뉴리네아 사틴유리 마블 화장대,화장대·콘솔,까사미아,880000,10,792000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005136,https://static-store.lge.co.kr/goods/org/701250729000025701.jpg,967,745,435,화장대,2506000112,53,Y,N,(주)신세계까사,중저가,5,792000,51.6,0,일반,FALSE,FALSE,5,중급,국내,그레이계,인더스트리얼,4206,미정,,,,FALSE,FALSE,0,1,0,0,1,있음,3,까사미아 고객센터 1588-3408,-,뉴리네아 사틴유리 마블 화장대,상세페이지 참조,라이트그레이,대한민국,까사미아 OEM,"[마감] 18T MDF PU도장 (서랍앞판, 천판)  [마감] 15T PB LPM (측판,지판, 보조목), 15T PB 선함침지(서랍재) [손잡이] 스틸 손잡이, 골드 분체도장 [다릿발] 25.4 원형 스틸 다릿발. 빈티지 골드 분체도장 [레일] 국산 철레일 [유리] 5T 강화 백유리 마블실크인쇄",W96.7 X D43.5 X H74.5 cm,뉴리네아 사틴유리 마블 화장대,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005173,카르네 패브릭체어_브라운,의자,까사미아,190000,10,171000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005173,https://static-store.lge.co.kr/goods/org/911250729000025911.jpg,442,823,478,인테리어의자,2506000083,290,Y,N,(주)신세계까사,저가,0,171000,50,0,프리미엄,TRUE,FALSE,3,중급,국내,블랙계,모던 미니멀,2113,중,,,,FALSE,FALSE,0,1,2,0,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,까사미아 카르네 패브릭체어_브라운,상세페이지 참조,[다리]브라운 [좌판]다크그레이,베트남,까사미아OEM,[다리] 비치원목 [등판]월넛 무늬목 [좌판]패브릭,W442 X D478 X H823mm,까사미아 카르네 패브릭체어_브라운,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005232,캄포 식탁 210cm,식탁·테이블,까사미아,1390000,10,1251000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005232,https://static-store.lge.co.kr/goods/org/236250729000026236.jpg,2100,725,1050,식탁,2506000065,57,Y,N,(주)신세계까사,중저가,0,1251000,49.6,0,일반,FALSE,TRUE,3,중급,국내,우드·브라운계,내추럴 우드,220,소,,,1,FALSE,FALSE,0,3,1,1,3,있음,1,까사미아 고객센터 1588-3408,해당없음,캄포 식탁 210cm,상세페이지 참조,브라운,중국,까사미아 OEM,"[상판] E0 MDF + 오크 건식무늬목 , [다리] Plywood + 오크 건식무늬목",W210 X D105 X H72.5cm,캄포 식탁 210cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005266,올비아 식탁 6인세트 2000_벤치2EA,식탁·테이블,까사미아,2750000,10,2475000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005266,https://static-store.lge.co.kr/goods/org/030251020000080030.jpg,2000,740,850,식탁,2506000065,3,Y,N,(주)신세계까사,중고가,0,2475000,49.6,0,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,17000,대,,,6,FALSE,FALSE,0,0,0,3,0,있음,0,까사미아 고객센터 1588-3408,안전기준준수,까사미아 올비아 테이블 6인세트 2000_벤치2EA,상세페이지 참조,브라운,중국,까사미아OEM,상세페이지 참조,[식탁] W2000 X D850 X H740mm [벤치] W1600X D360 X H430mm,까사미아 올비아 테이블 6인세트 2000_벤치2EA,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005272,뉴로브 드레스룸 긴옷장 코너형세트 153cm (컬러 택1),책장·수납장,까사미아,778000,10,700200,0,0,https://homestyle.lge.co.kr/item?productId=G25070005272,https://static-store.lge.co.kr/goods/org/005251020000080005.jpg,1530,2150,776,서랍장,2506000110,4500,Y,N,(주)신세계까사,중고가,0,700200,49.8,0,일반,FALSE,TRUE,2,중급,국내,블랙계,인더스트리얼,1187,소,,,,FALSE,FALSE,0,2,0,1,2,있음,0,까사미아 고객상담실/1588-3408,안전기준준수,뉴로브 드레스룸 긴옷장 코너형세트 153cm (컬러 택1),상세페이지 참조,"라이트그레이(라이트그레이 프레임), 라이트그레이(블랙 프레임), 브라운(블랙 프레임)",대한민국,까사미아 OEM,"18T E0 PB, 양면 LPM, 1.0T ABS에지 AL 옷걸이봉, 분체도장 (샴페인골드/블랙)",W153 X D77.6 X H215cm,뉴로브 드레스룸 긴옷장 코너형세트 153cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005407,뉴리브로 모션데스크 160cm (컬러 택1),책상,까사미아,1020000,10,918000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005407,https://static-store.lge.co.kr/goods/org/209250729000027209.jpg,1600,710,750,일자형책상,2506000075,60,Y,N,(주)신세계까사,중저가,0,918000,49.4,0,일반,FALSE,TRUE,5,중급,국내,화이트계,클래식,1200,소,,,,FALSE,FALSE,0,3,0,1,3,있음,4,까사미아 고객센터 1566-0228,상세설명참조,뉴리브로 모션데스크 160cm (컬러 택1),상세페이지 참조,"브라운, 내추럴, 화이트",[상판]대한민국 [다릿발]덴마크,까사미아OEM,[상판] E0 LPM PB 23T [다릿발] 스틸,W160 X D75 X H71-121cm,뉴리브로 모션데스크 160cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005531,뉴아빌 5단책장 도어형 80cm (컬러 택1),책장·수납장,까사미아,394000,10,354600,0,0,https://homestyle.lge.co.kr/item?productId=G25070005531,https://static-store.lge.co.kr/goods/org/923250729000027923.jpg,800,1730,300,책장,2506000096,49,Y,N,(주)신세계까사,중저가,0,354600,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,2400,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,뉴아빌 5단책장 도어형 80cm (컬러 택1),상세페이지 참조,[화이트]화이트 바디+ 화이트 상부도어+화이트/베이지/블루/핑크 하부도어 컬러 택1  [내추럴]내추럴 바디+베이지 상부도어+화이트/베이지/블루/핑크 하부도어 컬러 택1,대한민국,까사미아 OEM,"E0 23,18T PB LPM, 1.0T ABS에지",W80 X D30 X H172.7cm,뉴아빌 5단책장 도어형 80cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005470,뉴아빌 일반책상 120cm (컬러 택1),책상,까사미아,239000,19,193500,0,0,https://homestyle.lge.co.kr/item?productId=G25070005470,https://static-store.lge.co.kr/goods/org/893251020000078893.jpg,1200,717,600,일자형책상,2506000075,5,Y,N,(주)신세계까사,저가,0,193500,49.4,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,720,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,뉴아빌 일반책상 120cm (컬러 택1),상세페이지 참조,"화이트, 내추럴",대한민국,까사미아 OEM,"[상판]E0 23T PB LPM, 1.0T ABS에지 [프레임]철제",W120 X D60 X H71.7cm,뉴아빌 일반책상 120cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
